Number of clicks on similar products,Number of similar products purchased so far,Average rating given to similar products,Gender,Median purchasing price (in rupees),Rating of the product,Brand of the product,Customer review sentiment score (overall),Price of the product,Holiday,Season,Geographical locations,Probability for the product to be recommended to the person
0.2545454545454545,0.25,0.7,female,0.31216931216931215,0.74,Lakme Ayurveda,0.75,0.07164480322906155,Yes,winter,plains,0.6
0.6,0.5833333333333334,0.96,male,0.005291005291005291,0.9800000000000001,Pepe Jeans London,0.95,0.0615539858728557,No,summer,mountains,1.0
0.10909090909090909,0.08333333333333333,0.54,female,0.0,0.5599999999999999,Wakefit,0.45,0.0615539858728557,Yes,summer,coastal,0.05
0.34545454545454546,0.3333333333333333,0.8400000000000001,male,0.15343915343915343,0.86,Manyavar Mohey,0.9,0.09182643794147326,No,winter,plains,0.9
0.18181818181818182,0.125,0.5599999999999999,female,0.042328042328042326,0.6,Johnson & Johnson,0.55,0.03128153380423814,No,summer,plains,0.1
0.45454545454545453,0.4583333333333333,0.8800000000000001,male,0.41798941798941797,0.9,Wildcraft,0.925,0.08173562058526741,No,summer,mountains,0.9
0.2727272727272727,0.25,0.72,female,0.005291005291005291,0.76,Lee,0.35,0.04137235116044399,Yes,monsoon,plains,0.05
0.5272727272727272,0.5,0.9199999999999999,male,0.31216931216931215,0.9400000000000001,Pepperfry,0.95,0.07164480322906155,No,winter,mountains,1.0
0.4,0.375,0.9,female,0.015873015873015872,0.9199999999999999,Head Hunters,0.925,0.02119071644803229,No,summer,plains,0.9
0.21818181818181817,0.20833333333333334,0.6,male,0.15343915343915343,0.62,Urban Ladder,0.6,0.09182643794147326,Yes,winter,plains,0.2
0.2909090909090909,0.2916666666666667,0.76,female,0.037037037037037035,0.8,Lee,0.85,0.011099899091826439,No,winter,plains,0.8
0.5636363636363636,0.5833333333333334,0.9800000000000001,male,0.047619047619047616,1.0,Manyavar Mohey,0.95,0.0615539858728557,No,summer,plains,1.0
0.07272727272727272,0.041666666666666664,0.33999999999999997,female,0.31216931216931215,0.36,Dettol,0.35,0.04137235116044399,Yes,summer,plains,0.05
0.4727272727272727,0.4583333333333333,0.86,male,0.005291005291005291,0.8800000000000001,Libram,0.9,0.02119071644803229,No,winter,plains,0.9
0.2909090909090909,0.2916666666666667,0.78,female,0.36507936507936506,0.8,Flying Machine,0.85,0.08173562058526741,No,winter,plains,0.8
0.14545454545454545,0.125,0.6599999999999999,male,0.047619047619047616,0.6799999999999999,Max,0.65,0.011099899091826439,No,summer,coastal,0.3
0.4909090909090909,0.5,0.9400000000000001,female,0.005291005291005291,0.96,Patanjali Ayurved (Health Care),0.95,0.0615539858728557,No,winter,plains,1.0
0.23636363636363636,0.25,0.72,male,0.042328042328042326,0.76,Streax,0.75,0.03128153380423814,Yes,winter,plains,0.6
0.12727272727272726,0.08333333333333333,0.48,female,0.20634920634920634,0.52,Wildcraft,0.45,0.04137235116044399,No,summer,mountains,0.05
0.36363636363636365,0.375,0.8800000000000001,male,0.0,0.9,Moov,0.925,0.07164480322906155,Yes,winter,plains,0.9
0.5818181818181818,0.625,0.96,female,0.31216931216931215,0.9800000000000001,Forest Essentials,0.95,0.08173562058526741,No,winter,mountains,1.0
0.2,0.16666666666666666,0.62,male,0.010582010582010581,0.64,PUMA,0.55,0.03128153380423814,No,summer,plains,0.1
0.43636363636363634,0.4583333333333333,0.86,female,0.021164021164021163,0.9,Wildcraft,0.9,0.02119071644803229,No,summer,plains,0.9
0.18181818181818182,0.125,0.54,male,0.047619047619047616,0.58,Lee,0.55,0.0010090817356205853,No,monsoon,plains,0.1
0.6363636363636364,0.6666666666666666,0.9800000000000001,female,0.037037037037037035,1.0,Lee Cooper,0.95,0.0615539858728557,No,winter,mountains,1.0
0.10909090909090909,0.08333333333333333,0.5599999999999999,female,0.20634920634920634,0.6,Manyavar Mohey,0.5,0.04137235116044399,Yes,summer,plains,0.1
0.34545454545454546,0.3333333333333333,0.86,male,0.005291005291005291,0.9,Pepe Jeans London,0.9,0.08173562058526741,No,winter,plains,0.9
0.16363636363636364,0.16666666666666666,0.6,female,0.31216931216931215,0.62,Head Hunters,0.6,0.09182643794147326,Yes,winter,plains,0.2
0.509090909090909,0.5416666666666666,0.9199999999999999,male,0.021164021164021163,0.9400000000000001,SleepyCat,0.95,0.07164480322906155,No,summer,coastal,1.0
0.2545454545454545,0.2916666666666667,0.74,female,0.10052910052910052,0.76,Johnson & Johnson,0.8,0.011099899091826439,No,summer,plains,0.7
0.41818181818181815,0.4166666666666667,0.9,male,0.042328042328042326,0.9199999999999999,Wakefit,0.925,0.02119071644803229,No,winter,plains,0.9
0.21818181818181817,0.20833333333333334,0.64,female,0.031746031746031744,0.6799999999999999,Manyavar Mohey,0.55,0.03128153380423814,No,summer,plains,0.1
0.45454545454545453,0.4583333333333333,0.8800000000000001,male,0.15343915343915343,0.9,AmazonBasics,0.9,0.04137235116044399,Yes,winter,plains,0.9
0.2727272727272727,0.25,0.7,female,0.015873015873015872,0.74,Lakme Ayurveda,0.75,0.05146316851664985,Yes,winter,plains,0.6
0.5454545454545454,0.5833333333333334,0.9400000000000001,male,0.047619047619047616,0.96,Moov,0.95,0.0615539858728557,No,summer,plains,1.0
0.09090909090909091,0.08333333333333333,0.5,female,0.10052910052910052,0.52,Head & Shoulders,0.45,0.04137235116044399,Yes,winter,plains,0.05
0.38181818181818183,0.375,0.8400000000000001,male,0.31216931216931215,0.8800000000000001,Flying Machine,0.9,0.08173562058526741,No,winter,mountains,0.9
0.3090909090909091,0.2916666666666667,0.76,female,0.021164021164021163,0.8,Kama Ayurveda,0.85,0.011099899091826439,No,summer,coastal,0.8
0.6545454545454545,0.6666666666666666,0.96,male,0.0,0.9800000000000001,U.S. Polo Assn. Women,0.95,0.0615539858728557,No,winter,plains,1.0
0.16363636363636364,0.16666666666666666,0.6599999999999999,female,0.0,0.6799999999999999,Dettol,0.65,0.011099899091826439,No,summer,plains,0.3
0.4727272727272727,0.5,0.9,male,0.15343915343915343,0.9400000000000001,Lee,0.925,0.04137235116044399,Yes,winter,mountains,0.9
0.2545454545454545,0.2916666666666667,0.76,female,0.10052910052910052,0.8,SleepyCat,0.8,0.05146316851664985,Yes,winter,plains,0.7
0.12727272727272726,0.08333333333333333,0.54,female,0.25925925925925924,0.58,Flying Machine,0.45,0.04137235116044399,Yes,summer,plains,0.05
0.5636363636363636,0.5833333333333334,0.9400000000000001,male,0.026455026455026454,0.96,Pepe Jeans London,0.95,0.0615539858728557,No,winter,plains,1.0
0.2909090909090909,0.2916666666666667,0.74,female,0.010582010582010581,0.78,Lee Cooper,0.85,0.011099899091826439,No,summer,coastal,0.8
0.14545454545454545,0.125,0.62,male,0.015873015873015872,0.64,Lakme Ayurveda,0.55,0.02119071644803229,No,summer,plains,0.1
0.41818181818181815,0.4166666666666667,0.86,female,0.36507936507936506,0.8800000000000001,Wildcraft,0.9,0.08173562058526741,Yes,winter,mountains,0.9
0.2,0.20833333333333334,0.64,male,0.047619047619047616,0.6799999999999999,Manyavar Mohey,0.6,0.0010090817356205853,No,summer,plains,0.2
0.509090909090909,0.5416666666666666,0.96,female,0.015873015873015872,0.9800000000000001,Pepperfry,0.95,0.0615539858728557,No,winter,plains,1.0
0.3090909090909091,0.3333333333333333,0.78,male,0.021164021164021163,0.82,Kama Ayurveda,0.9,0.011099899091826439,No,summer,coastal,0.9
0.21818181818181817,0.25,0.6799999999999999,female,0.10052910052910052,0.72,Lee,0.75,0.03128153380423814,Yes,summer,plains,0.6
0.10909090909090909,0.08333333333333333,0.52,male,0.31216931216931215,0.5599999999999999,Wildcraft,0.45,0.04137235116044399,Yes,summer,plains,0.05
0.38181818181818183,0.4166666666666667,0.8800000000000001,female,0.010582010582010581,0.9,Manyavar Mohey,0.9,0.05146316851664985,No,winter,plains,0.9
0.18181818181818182,0.16666666666666666,0.6,male,0.031746031746031744,0.62,Lee,0.45,0.0010090817356205853,No,monsoon,plains,0.05
0.6363636363636364,0.6666666666666666,0.96,female,0.25925925925925924,0.9800000000000001,Johnson & Johnson,0.95,0.07164480322906155,Yes,winter,plains,1.0
0.36363636363636365,0.375,0.8400000000000001,male,0.037037037037037035,0.86,Streax,0.85,0.02119071644803229,No,winter,plains,0.8
0.23636363636363636,0.25,0.7,female,0.047619047619047616,0.74,Pepe Jeans London,0.7,0.04137235116044399,Yes,winter,plains,0.5
0.5272727272727272,0.5833333333333334,0.9400000000000001,male,0.10052910052910052,0.96,Manyavar Mohey,0.95,0.08173562058526741,No,winter,mountains,1.0
0.2727272727272727,0.2916666666666667,0.76,female,0.015873015873015872,0.8,Max,0.8,0.011099899091826439,No,summer,plains,0.7
0.5454545454545454,0.625,0.9800000000000001,male,0.026455026455026454,1.0,Wildcraft,0.95,0.0615539858728557,No,winter,plains,1.0
0.43636363636363634,0.4583333333333333,0.9199999999999999,female,0.10052910052910052,0.9400000000000001,SleepyCat,0.95,0.07164480322906155,No,summer,plains,1.0
0.32727272727272727,0.3333333333333333,0.8,male,0.010582010582010581,0.82,PUMA,0.85,0.011099899091826439,No,winter,plains,0.8
0.5818181818181818,0.625,0.96,female,0.037037037037037035,0.9800000000000001,Forest Essentials,0.95,0.0615539858728557,No,winter,mountains,1.0
0.09090909090909091,0.08333333333333333,0.5,male,0.25925925925925924,0.54,Head & Shoulders,0.45,0.04137235116044399,Yes,winter,plains,0.05
0.32727272727272727,0.3333333333333333,0.82,female,0.36507936507936506,0.8400000000000001,Flying Machine,0.9,0.08173562058526741,No,winter,plains,0.9
0.2545454545454545,0.2916666666666667,0.76,male,0.010582010582010581,0.8,Pepperfry,0.8,0.011099899091826439,No,summer,coastal,0.7
0.12727272727272726,0.125,0.6,female,0.015873015873015872,0.62,Patanjali Ayurved (Health Care),0.55,0.02119071644803229,No,summer,plains,0.1
0.41818181818181815,0.4583333333333333,0.86,male,0.037037037037037035,0.9,Manyavar Mohey,0.85,0.03128153380423814,No,summer,plains,0.8
0.21818181818181817,0.25,0.6599999999999999,female,0.10052910052910052,0.7,Wildcraft,0.75,0.04137235116044399,Yes,winter,mountains,0.6
0.4909090909090909,0.5416666666666666,0.9199999999999999,male,0.047619047619047616,0.9400000000000001,Moov,0.95,0.07164480322906155,No,summer,plains,1.0
0.18181818181818182,0.20833333333333334,0.62,female,0.25925925925925924,0.64,Lakme Ayurveda,0.5,0.05146316851664985,Yes,summer,coastal,0.1
0.6545454545454545,0.7083333333333334,0.96,male,0.005291005291005291,0.9800000000000001,Lee Cooper,0.95,0.0615539858728557,No,winter,plains,1.0
0.2909090909090909,0.3333333333333333,0.76,female,0.042328042328042326,0.8,Johnson & Johnson,0.85,0.011099899091826439,No,summer,plains,0.8
0.14545454545454545,0.16666666666666666,0.64,male,0.15343915343915343,0.6799999999999999,Fastrack,0.6,0.03128153380423814,No,winter,plains,0.3
0.5636363636363636,0.625,0.9400000000000001,female,0.026455026455026454,0.96,Wildcraft,0.95,0.0615539858728557,No,winter,plains,1.0
0.36363636363636365,0.4166666666666667,0.86,male,0.047619047619047616,0.8800000000000001,Lee,0.9,0.02119071644803229,No,summer,plains,0.9
0.2,0.20833333333333334,0.64,female,0.20634920634920634,0.6799999999999999,Patanjali Ayurved (Health Care),0.55,0.04137235116044399,Yes,winter,plains,0.2
0.509090909090909,0.5833333333333334,0.9400000000000001,male,0.005291005291005291,0.96,Pepe Jeans London,0.95,0.07164480322906155,No,winter,mountains,1.0
0.2727272727272727,0.3333333333333333,0.78,female,0.021164021164021163,0.82,Manyavar Mohey,0.85,0.011099899091826439,No,summer,plains,0.8
0.16363636363636364,0.16666666666666666,0.58,male,0.15343915343915343,0.62,Pepperfry,0.5,0.05146316851664985,Yes,summer,mountains,0.1
0.43636363636363634,0.5,0.9,female,0.042328042328042326,0.9199999999999999,Flying Machine,0.9,0.02119071644803229,No,winter,plains,0.9
0.23636363636363636,0.2916666666666667,0.74,male,0.0,0.76,Sugar Cosmetics,0.8,0.011099899091826439,No,summer,coastal,0.7
0.10909090909090909,0.125,0.58,female,0.31216931216931215,0.62,Wildcraft,0.5,0.04137235116044399,Yes,winter,plains,0.1
0.38181818181818183,0.4583333333333333,0.8800000000000001,male,0.021164021164021163,0.9199999999999999,Urban Ladder,0.85,0.03128153380423814,No,summer,plains,0.8
0.5818181818181818,0.6666666666666666,0.96,female,0.10052910052910052,0.9800000000000001,Lakme Ayurveda,0.95,0.0615539858728557,No,winter,plains,1.0
0.3090909090909091,0.375,0.82,male,0.015873015873015872,0.8400000000000001,Head Hunters,0.9,0.011099899091826439,No,summer,coastal,0.9
0.45454545454545453,0.5416666666666666,0.9199999999999999,female,0.010582010582010581,0.9400000000000001,Manyavar Mohey,0.95,0.07164480322906155,No,winter,plains,1.0
0.34545454545454546,0.375,0.8400000000000001,male,0.005291005291005291,0.86,Pepe Jeans London,0.9,0.02119071644803229,No,summer,plains,0.9
0.6181818181818182,0.7083333333333334,0.9800000000000001,female,0.36507936507936506,1.0,Wakefit,0.95,0.08173562058526741,Yes,winter,mountains,1.0
0.4,0.4583333333333333,0.9,male,0.047619047619047616,0.9400000000000001,Wildcraft,0.9,0.03128153380423814,No,winter,plains,0.9
0.2909090909090909,0.3333333333333333,0.76,female,0.015873015873015872,0.8,Johnson & Johnson,0.85,0.011099899091826439,No,summer,plains,0.8
0.18181818181818182,0.20833333333333334,0.62,male,0.25925925925925924,0.64,Lakme Ayurveda,0.5,0.05146316851664985,Yes,summer,coastal,0.1
0.4909090909090909,0.5416666666666666,0.9199999999999999,male,0.047619047619047616,0.96,Pepperfry,0.95,0.07164480322906155,No,summer,plains,1.0
0.12727272727272726,0.125,0.58,female,0.20634920634920634,0.62,Forest Essentials,0.5,0.04137235116044399,Yes,winter,plains,0.1
0.41818181818181815,0.4583333333333333,0.8800000000000001,male,0.037037037037037035,0.9199999999999999,Manyavar Mohey,0.85,0.03128153380423814,No,summer,plains,0.8
0.21818181818181817,0.25,0.6599999999999999,female,0.10052910052910052,0.7,Wildcraft,0.75,0.04137235116044399,Yes,winter,mountains,0.6
0.509090909090909,0.5833333333333334,0.9400000000000001,male,0.0,0.96,Pepe Jeans London,0.95,0.07164480322906155,No,winter,mountains,1.0
0.2909090909090909,0.3333333333333333,0.76,female,0.042328042328042326,0.8,Johnson & Johnson,0.85,0.011099899091826439,No,summer,plains,0.8
0.14545454545454545,0.16666666666666666,0.64,male,0.15343915343915343,0.6799999999999999,Fastrack,0.6,0.03128153380423814,No,winter,plains,0.3
0.5636363636363636,0.625,0.9400000000000001,female,0.026455026455026454,0.96,Wildcraft,0.95,0.0615539858728557,No,winter,plains,1.0
0.36363636363636365,0.4166666666666667,0.86,male,0.047619047619047616,0.8800000000000001,Lee,0.9,0.02119071644803229,No,summer,plains,0.9
0.2,0.20833333333333334,0.64,female,0.20634920634920634,0.6799999999999999,Patanjali Ayurved (Health Care),0.55,0.04137235116044399,Yes,winter,plains,0.2
0.509090909090909,0.5833333333333334,0.9400000000000001,male,0.005291005291005291,0.96,Pepe Jeans London,0.95,0.07164480322906155,No,winter,mountains,1.0
0.16363636363636364,0.16666666666666666,0.58,male,0.15343915343915343,0.62,Wildcraft,0.5,0.05146316851664985,Yes,winter,plains,0.1
0.43636363636363634,0.5,0.9,female,0.042328042328042326,0.9199999999999999,Flying Machine,0.9,0.02119071644803229,No,winter,plains,0.9
0.23636363636363636,0.2916666666666667,0.74,male,0.0,0.76,Sugar Cosmetics,0.8,0.011099899091826439,No,summer,coastal,0.7
0.10909090909090909,0.125,0.58,female,0.31216931216931215,0.62,Wildcraft,0.5,0.04137235116044399,Yes,winter,plains,0.1
0.38181818181818183,0.4583333333333333,0.8800000000000001,male,0.021164021164021163,0.9199999999999999,Urban Ladder,0.85,0.03128153380423814,No,summer,plains,0.8
0.5818181818181818,0.6666666666666666,0.96,female,0.10052910052910052,0.9800000000000001,Lakme Ayurveda,0.95,0.0615539858728557,No,winter,plains,1.0
0.3090909090909091,0.375,0.82,male,0.015873015873015872,0.8400000000000001,Head Hunters,0.9,0.011099899091826439,No,summer,coastal,0.9
0.45454545454545453,0.5416666666666666,0.9199999999999999,female,0.010582010582010581,0.9400000000000001,Manyavar Mohey,0.95,0.07164480322906155,No,winter,plains,1.0
0.34545454545454546,0.375,0.8400000000000001,male,0.005291005291005291,0.86,Pepe Jeans London,0.9,0.02119071644803229,No,summer,plains,0.9
0.6181818181818182,0.7083333333333334,0.9800000000000001,female,0.36507936507936506,1.0,Wakefit,0.95,0.08173562058526741,Yes,winter,mountains,1.0
0.4,0.4583333333333333,0.9,male,0.047619047619047616,0.9400000000000001,Wildcraft,0.9,0.03128153380423814,No,winter,plains,0.9
0.2909090909090909,0.3333333333333333,0.76,female,0.015873015873015872,0.8,Johnson & Johnson,0.85,0.011099899091826439,No,summer,plains,0.8
0.18181818181818182,0.20833333333333334,0.62,male,0.25925925925925924,0.64,Lakme Ayurveda,0.5,0.05146316851664985,Yes,summer,coastal,0.1
0.4909090909090909,0.5416666666666666,0.9199999999999999,male,0.047619047619047616,0.96,Pepperfry,0.95,0.07164480322906155,No,summer,plains,1.0
0.12727272727272726,0.125,0.58,female,0.20634920634920634,0.62,Forest Essentials,0.5,0.04137235116044399,Yes,winter,plains,0.1
0.41818181818181815,0.4583333333333333,0.8800000000000001,male,0.037037037037037035,0.9199999999999999,Manyavar Mohey,0.85,0.03128153380423814,No,summer,plains,0.8
0.21818181818181817,0.25,0.6599999999999999,female,0.10052910052910052,0.7,Wildcraft,0.75,0.04137235116044399,Yes,winter,mountains,0.6
0.509090909090909,0.5833333333333334,0.9400000000000001,male,0.0,0.96,Pepe Jeans London,0.95,0.07164480322906155,No,winter,mountains,1.0
0.2909090909090909,0.3333333333333333,0.76,female,0.042328042328042326,0.8,Johnson & Johnson,0.85,0.011099899091826439,No,summer,plains,0.8
0.14545454545454545,0.16666666666666666,0.64,male,0.15343915343915343,0.6799999999999999,Fastrack,0.6,0.03128153380423814,No,winter,plains,0.3
0.5636363636363636,0.625,0.9400000000000001,female,0.026455026455026454,0.96,Wildcraft,0.95,0.0615539858728557,No,winter,plains,1.0
0.36363636363636365,0.4166666666666667,0.86,male,0.047619047619047616,0.8800000000000001,Lee,0.9,0.02119071644803229,No,summer,plains,0.9
0.2,0.20833333333333334,0.64,female,0.20634920634920634,0.6799999999999999,Patanjali Ayurved (Health Care),0.55,0.04137235116044399,Yes,winter,plains,0.2
0.509090909090909,0.5833333333333334,0.9400000000000001,male,0.005291005291005291,0.96,Pepe Jeans London,0.95,0.07164480322906155,No,winter,mountains,1.0
0.2727272727272727,0.3333333333333333,0.78,female,0.021164021164021163,0.82,Manyavar Mohey,0.85,0.011099899091826439,No,summer,plains,0.8
0.16363636363636364,0.16666666666666666,0.58,male,0.15343915343915343,0.62,Wildcraft,0.5,0.05146316851664985,Yes,winter,plains,0.1
